channel_sub,like,length,category,hour,minute,second
10300000,151208.0,PT7M21S,28,0,7,21
10300000,180007.0,PT10M38S,28,0,10,38
10300000,132479.0,PT10M5S,28,0,10,5
10300000,139984.0,PT6M48S,28,0,6,48
22700000,484785.0,PT3M53S,24,0,3,53
22700000,384474.0,PT8M9S,24,0,8,9
22700000,470548.0,PT9M32S,24,0,9,32
22700000,292296.0,PT2H31M53S,24,2,31,53
22700000,426698.0,PT8M20S,24,0,8,20
22700000,407928.0,PT5M14S,24,0,5,14
22700000,420967.0,PT6M5S,24,0,6,5
22700000,355090.0,PT6M,24,0,6,0
22700000,465212.0,PT4M58S,24,0,4,58
22700000,887544.0,PT4M43S,24,0,4,43
2330000,42032.0,PT14M2S,28,0,14,2
2330000,61086.0,PT14M24S,28,0,14,24
2330000,32581.0,PT11M30S,22,0,11,30
2330000,83453.0,PT14M13S,23,0,14,13
2330000,141581.0,PT11M23S,28,0,11,23
2330000,90454.0,PT8M52S,28,0,8,52
2330000,130414.0,PT16M34S,28,0,16,34
2330000,138948.0,PT14M30S,28,0,14,30
2330000,219863.0,PT14M3S,26,0,14,3
2330000,171065.0,PT13M9S,2,0,13,9
2080,9.0,PT1H37M5S,24,1,37,5
2080,19.0,PT44M53S,24,0,44,53
2080,22.0,PT7M31S,29,0,7,31
2080,15.0,PT1H40M5S,24,1,40,5
2080,9.0,PT1H29M39S,24,1,29,39
2080,3.0,PT39M44S,29,0,39,44
2080,3.0,PT38M12S,29,0,38,12
2080,0.0,PT40M43S,29,0,40,43
2080,1.0,PT40M25S,29,0,40,25
2080,7.0,PT1H37M31S,24,1,37,31
1870000,330.0,PT6M59S,27,0,6,59
1870000,115.0,PT1M24S,27,0,1,24
1870000,62.0,PT1M21S,27,0,1,21
1870000,66.0,PT1M22S,27,0,1,22
1870000,35.0,PT4M26S,27,0,4,26
1870000,20.0,PT4M51S,27,0,4,51
1870000,109.0,PT1M17S,27,0,1,17
1870000,237.0,PT8M12S,27,0,8,12
1870000,62.0,PT1M22S,27,0,1,22
1870000,79.0,PT1M21S,27,0,1,21
5130,2.0,PT38M40S,22,0,38,40
5130,1.0,PT6M27S,22,0,6,27
5130,34.0,PT4M36S,22,0,4,36
5130,0.0,PT38M51S,22,0,38,51
5130,1.0,PT21M59S,22,0,21,59
5130,6.0,PT15M31S,22,0,15,31
5130,2.0,PT59M38S,22,0,59,38
5130,9.0,PT43S,22,0,0,43
5130,4.0,PT1M30S,22,0,1,30
5130,13.0,PT1M27S,22,0,1,27
636000,10669.0,PT10M14S,27,0,10,14
636000,10141.0,PT4M32S,27,0,4,32
636000,15329.0,PT12M48S,27,0,12,48
636000,29366.0,PT20M3S,27,0,20,3
636000,24842.0,PT17M19S,27,0,17,19
636000,8530.0,PT11M32S,27,0,11,32
636000,14114.0,PT12M17S,27,0,12,17
636000,18000.0,PT17M34S,27,0,17,34
636000,20107.0,PT10M2S,27,0,10,2
636000,12288.0,PT5M23S,27,0,5,23
205000,14115.0,PT5M38S,22,0,5,38
205000,56465.0,PT5M44S,22,0,5,44
205000,26762.0,PT7M23S,24,0,7,23
205000,23223.0,PT3M6S,22,0,3,6
205000,8971.0,PT6M44S,24,0,6,44
205000,30751.0,PT3M30S,24,0,3,30
205000,8468.0,PT7M15S,24,0,7,15
205000,3104.0,PT19M27S,22,0,19,27
205000,11372.0,PT2M49S,22,0,2,49
205000,12602.0,PT8M58S,22,0,8,58
226000,2495.0,PT18M14S,27,0,18,14
226000,2980.0,PT10M16S,27,0,10,16
226000,4286.0,PT7M32S,27,0,7,32
226000,3161.0,PT13M36S,27,0,13,36
226000,3246.0,PT16M8S,27,0,16,8
226000,3609.0,PT16M7S,27,0,16,7
226000,3272.0,PT9M38S,27,0,9,38
226000,2378.0,PT5M,27,0,5,0
226000,4321.0,PT6M10S,27,0,6,10
226000,2384.0,PT4M23S,27,0,4,23
257000,5271.0,PT1H36M11S,24,1,36,11
257000,3071.0,PT1H43M58S,24,1,43,58
257000,8011.0,PT2H2M2S,24,2,2,2
257000,2250.0,PT1H28M5S,24,1,28,5
257000,2859.0,PT2H1M34S,24,2,1,34
257000,2028.0,PT1H54M3S,24,1,54,3
257000,10513.0,PT2H8M12S,24,2,8,12
257000,4455.0,PT1H42M48S,24,1,42,48
257000,11294.0,PT2H9S,24,2,0,0
257000,15006.0,PT1H27M35S,24,1,27,35
27100,288.0,PT9M27S,24,0,9,27
27100,69.0,PT5M2S,24,0,5,2
27100,236.0,PT7M36S,24,0,7,36
27100,538.0,PT5M35S,24,0,5,35
27100,439.0,PT9M2S,24,0,9,2
27100,66.0,PT7M13S,24,0,7,13
27100,187.0,PT12M58S,24,0,12,58
27100,37.0,PT9M4S,24,0,9,4
27100,161.0,PT6M26S,24,0,6,26
27100,112.0,PT9M40S,24,0,9,40
325000,1281.0,PT2H43S,27,2,0,0
325000,3750.0,PT11M45S,26,0,11,45
325000,97.0,PT43M10S,27,0,43,10
325000,1264.0,PT20M57S,26,0,20,57
325000,2446.0,PT19M7S,26,0,19,7
325000,1563.0,PT6M15S,26,0,6,15
325000,916.0,PT10M1S,27,0,10,1
325000,12166.0,PT10M2S,26,0,10,2
325000,1116.0,PT10M20S,26,0,10,20
325000,3215.0,PT13M39S,26,0,13,39
60400,86.0,PT6M29S,27,0,6,29
60400,356.0,PT17M40S,27,0,17,40
60400,19.0,PT4M1S,24,0,4,1
60400,24.0,PT5M19S,27,0,5,19
60400,63.0,PT5M4S,27,0,5,4
60400,22.0,PT4M14S,27,0,4,14
60400,16.0,PT2M58S,24,0,2,58
60400,30.0,PT3M28S,27,0,3,28
60400,51.0,PT4M22S,27,0,4,22
60400,32.0,PT3M49S,24,0,3,49
69700,14.0,PT54M6S,27,0,54,6
69700,19.0,PT17M6S,27,0,17,6
69700,12.0,PT24M31S,27,0,24,31
69700,21.0,PT5M12S,27,0,5,12
69700,13.0,PT13M32S,27,0,13,32
69700,37.0,PT41M41S,27,0,41,41
69700,24.0,PT8M49S,27,0,8,49
69700,24.0,PT5M4S,27,0,5,4
69700,19.0,PT14M50S,27,0,14,50
69700,49.0,PT10M53S,27,0,10,53
61200,2065.0,PT15M7S,19,0,15,7
61200,516.0,PT5M26S,19,0,5,26
61200,729.0,PT6M53S,19,0,6,53
61200,1099.0,PT11M35S,19,0,11,35
61200,874.0,PT11M27S,19,0,11,27
61200,1016.0,PT7M30S,19,0,7,30
61200,1553.0,PT6M22S,19,0,6,22
61200,927.0,PT11M29S,19,0,11,29
61200,758.0,PT11M1S,19,0,11,1
61200,4138.0,PT11M23S,19,0,11,23
685000,1353.0,PT14M17S,1,0,14,17
685000,1972.0,PT22M27S,1,0,22,27
685000,2548.0,PT10M33S,1,0,10,33
685000,2836.0,PT16M1S,1,0,16,1
685000,2236.0,PT8M53S,1,0,8,53
685000,2028.0,PT10M18S,1,0,10,18
685000,6631.0,PT19M45S,1,0,19,45
685000,4839.0,PT9M16S,1,0,9,16
685000,6750.0,PT17M13S,1,0,17,13
685000,3412.0,PT6M34S,1,0,6,34
1020000,286.0,PT1H59M51S,22,1,59,51
1020000,463.0,PT14M58S,22,0,14,58
1020000,667.0,PT7M35S,22,0,7,35
1020000,857.0,PT3H49M38S,22,3,49,38
1020000,323.0,PT9M16S,22,0,9,16
1020000,985.0,PT2H25M56S,22,2,25,56
1020000,1337.0,PT9M33S,22,0,9,33
1020000,355.0,PT11M57S,22,0,11,57
1020000,862.0,PT9M36S,22,0,9,36
1020000,769.0,PT20M36S,22,0,20,36
895000,4187.0,PT11M43S,27,0,11,43
895000,5952.0,PT14M12S,27,0,14,12
895000,7971.0,PT14M10S,27,0,14,10
895000,5740.0,PT10M8S,27,0,10,8
895000,8774.0,PT9M7S,27,0,9,7
895000,18191.0,PT12M51S,27,0,12,51
895000,27499.0,PT14M26S,27,0,14,26
895000,6261.0,PT12M51S,27,0,12,51
895000,5475.0,PT8M37S,27,0,8,37
895000,7629.0,PT10M15S,27,0,10,15
8880,5.0,PT10M29S,27,0,10,29
8880,27.0,PT1H2M19S,27,1,2,19
8880,26.0,PT1H16M6S,27,1,16,6
8880,8.0,PT6M53S,27,0,6,53
8880,9.0,PT10M53S,27,0,10,53
8880,5.0,PT1H25M8S,27,1,25,8
8880,5.0,PT2H1M12S,27,2,1,12
8880,5.0,PT1H34M26S,27,1,34,26
8880,10.0,PT7H33M,27,7,33,0
8880,12.0,PT6H30M,27,6,30,0
622000,1451.0,PT9M47S,26,0,9,47
622000,1755.0,PT10M58S,26,0,10,58
622000,1224.0,PT15M5S,26,0,15,5
622000,2525.0,PT10M49S,26,0,10,49
622000,1539.0,PT4M49S,26,0,4,49
622000,1567.0,PT8M42S,26,0,8,42
622000,2689.0,PT21M50S,26,0,21,50
622000,2722.0,PT12M25S,26,0,12,25
622000,4884.0,PT8M24S,26,0,8,24
622000,2434.0,PT11M11S,26,0,11,11
29500,0.0,PT59M53S,27,0,59,53
17700,325.0,PT6M33S,24,0,6,33
17700,287.0,PT6M8S,26,0,6,8
17700,291.0,PT11M13S,24,0,11,13
17700,333.0,PT41M11S,24,0,41,11
17700,264.0,PT18M6S,24,0,18,6
17700,402.0,PT34M47S,24,0,34,47
17700,303.0,PT17M40S,24,0,17,40
17700,170.0,PT22M55S,24,0,22,55
17700,201.0,PT21M22S,24,0,21,22
17700,384.0,PT18M5S,24,0,18,5
130000,150.0,PT1H46M3S,27,1,46,3
130000,105.0,PT47M21S,27,0,47,21
130000,346.0,PT19M4S,27,0,19,4
130000,45.0,PT11M28S,27,0,11,28
130000,668.0,PT13M21S,27,0,13,21
130000,280.0,PT16M45S,27,0,16,45
130000,157.0,PT8M16S,27,0,8,16
130000,102.0,PT16M18S,27,0,16,18
130000,34.0,PT7M41S,27,0,7,41
130000,599.0,PT9M53S,27,0,9,53
1010000,6304.0,PT13M24S,27,0,13,24
1010000,14196.0,PT17M46S,27,0,17,46
1010000,5191.0,PT9M22S,27,0,9,22
1010000,6386.0,PT17M52S,27,0,17,52
1010000,11291.0,PT13M49S,27,0,13,49
1010000,6052.0,PT14M9S,27,0,14,9
1010000,8342.0,PT13M12S,27,0,13,12
1010000,6135.0,PT15M50S,27,0,15,50
1010000,11617.0,PT16M56S,27,0,16,56
1010000,4091.0,PT10M33S,27,0,10,33
43600,64.0,PT14M52S,28,0,14,52
43600,390.0,PT13M17S,28,0,13,17
43600,260.0,PT13M1S,28,0,13,1
43600,167.0,PT15M59S,28,0,15,59
43600,109.0,PT17M32S,28,0,17,32
43600,415.0,PT15M57S,28,0,15,57
43600,463.0,PT16M14S,28,0,16,14
43600,141.0,PT12M20S,28,0,12,20
43600,160.0,PT13M18S,28,0,13,18
43600,128.0,PT8M14S,28,0,8,14
683000,1782.0,PT2M49S,10,0,2,49
683000,2465.0,PT2M54S,10,0,2,54
683000,3349.0,PT2M53S,10,0,2,53
683000,550.0,PT5M25S,10,0,5,25
683000,3613.0,PT6M4S,10,0,6,4
683000,2603.0,PT6M25S,10,0,6,25
683000,989.0,PT3M34S,10,0,3,34
683000,1945.0,PT4M42S,10,0,4,42
683000,1059.0,PT3M45S,10,0,3,45
683000,5629.0,PT4M56S,10,0,4,56
248000,2192.0,PT6M6S,1,0,6,6
248000,1546.0,PT11M24S,1,0,11,24
248000,7184.0,PT10M19S,1,0,10,19
248000,5464.0,PT9M49S,1,0,9,49
248000,15146.0,PT10M48S,1,0,10,48
248000,1403.0,PT8M38S,1,0,8,38
248000,39861.0,PT10M12S,1,0,10,12
248000,1036.0,PT8M38S,1,0,8,38
248000,2899.0,PT10M13S,1,0,10,13
248000,2025.0,PT2M46S,1,0,2,46
144000,118.0,PT8H31M57S,27,8,31,57
144000,282.0,PT13M46S,27,0,13,46
144000,169.0,PT11M42S,27,0,11,42
144000,117.0,PT9H2M39S,27,9,2,39
144000,114.0,PT9H39M24S,27,9,39,24
144000,81.0,PT1H1M46S,27,1,1,46
144000,182.0,PT11M50S,27,0,11,50
144000,242.0,PT10M58S,27,0,10,58
144000,163.0,PT9H47M1S,27,9,47,1
144000,226.0,PT8M20S,27,0,8,20
165000,2575.0,PT17M3S,27,0,17,3
165000,4322.0,PT19M9S,27,0,19,9
165000,1800.0,PT8M2S,27,0,8,2
165000,3402.0,PT17M57S,27,0,17,57
165000,5089.0,PT22M50S,27,0,22,50
165000,4710.0,PT15M34S,27,0,15,34
165000,5090.0,PT15M58S,27,0,15,58
165000,3900.0,PT15M19S,27,0,15,19
165000,3436.0,PT14M19S,27,0,14,19
165000,3180.0,PT13M11S,27,0,13,11
550000,22666.0,PT27M3S,27,0,27,3
550000,92192.0,PT17M40S,27,0,17,40
550000,47870.0,PT29M41S,27,0,29,41
550000,15493.0,PT45M24S,27,0,45,24
550000,318423.0,PT17M26S,27,0,17,26
550000,190962.0,PT18M51S,27,0,18,51
550000,14372.0,PT13M47S,27,0,13,47
550000,38618.0,PT14M57S,27,0,14,57
550000,11344.0,PT15M43S,24,0,15,43
550000,162515.0,PT21M38S,24,0,21,38
2370000,467.0,PT47M51S,27,0,47,51
2370000,688.0,PT44M56S,27,0,44,56
2370000,1513.0,PT50M32S,27,0,50,32
2370000,469.0,PT1H34M40S,27,1,34,40
2370000,945.0,PT46M56S,27,0,46,56
2370000,1993.0,PT45M10S,27,0,45,10
2370000,690.0,PT1H11M15S,27,1,11,15
2370000,684.0,PT39M11S,27,0,39,11
2370000,1541.0,PT43M47S,27,0,43,47
2370000,814.0,PT38M8S,27,0,38,8
2650000,16912.0,PT13M14S,27,0,13,14
2650000,29118.0,PT10M59S,27,0,10,59
2650000,15775.0,PT11M17S,27,0,11,17
2650000,13109.0,PT12M44S,27,0,12,44
2650000,10407.0,PT14M44S,27,0,14,44
2650000,24558.0,PT13M22S,27,0,13,22
2650000,13775.0,PT14M40S,27,0,14,40
2650000,34586.0,PT12M59S,27,0,12,59
2650000,45834.0,PT12M25S,27,0,12,25
2650000,104538.0,PT25M23S,27,0,25,23
468000,3815.0,PT7M58S,28,0,7,58
468000,6014.0,PT7M58S,28,0,7,58
468000,6077.0,PT11M16S,28,0,11,16
468000,2699.0,PT9M33S,28,0,9,33
468000,3998.0,PT8M51S,28,0,8,51
468000,14936.0,PT8M37S,28,0,8,37
468000,5778.0,PT8M17S,28,0,8,17
468000,5040.0,PT12M37S,28,0,12,37
468000,4973.0,PT9M51S,28,0,9,51
468000,4744.0,PT14M4S,28,0,14,4
619000,685.0,PT28M29S,27,0,28,29
619000,2145.0,PT5M30S,27,0,5,30
619000,2786.0,PT6M11S,27,0,6,11
619000,2888.0,PT5M2S,27,0,5,2
619000,3480.0,PT6M45S,27,0,6,45
619000,4201.0,PT8M25S,27,0,8,25
619000,4868.0,PT5M31S,27,0,5,31
619000,2891.0,PT5M41S,27,0,5,41
619000,3851.0,PT5M22S,27,0,5,22
619000,2742.0,PT6M3S,27,0,6,3
49800,3753.0,PT5M14S,27,0,5,14
49800,2090.0,PT5M38S,27,0,5,38
49800,2301.0,PT5M27S,27,0,5,27
49800,5809.0,PT11M27S,27,0,11,27
49800,4660.0,PT8M4S,27,0,8,4
49800,2570.0,PT7M22S,27,0,7,22
49800,2455.0,PT6M3S,27,0,6,3
49800,2712.0,PT6M35S,27,0,6,35
49800,2639.0,PT5M42S,27,0,5,42
49800,2707.0,PT6M9S,27,0,6,9
78500,20799.0,PT4M21S,10,0,4,21
78500,3342.0,PT43S,10,0,0,43
78500,3575.0,PT39S,10,0,0,39
78500,2210.0,PT18S,10,0,0,18
78500,4442.0,PT47S,10,0,0,47
78500,16175.0,PT6M,10,0,6,0
78500,10521.0,PT53S,10,0,0,53
78500,7768.0,PT58S,10,0,0,58
78500,2369.0,PT46S,10,0,0,46
78500,782.0,PT37S,10,0,0,37
285000,5387.0,PT9M50S,24,0,9,50
285000,6150.0,PT8M53S,24,0,8,53
285000,8324.0,PT9M38S,24,0,9,38
285000,6755.0,PT9M4S,24,0,9,4
285000,11839.0,PT10M58S,24,0,10,58
285000,4620.0,PT8M13S,24,0,8,13
285000,4046.0,PT5M44S,24,0,5,44
285000,4442.0,PT9M53S,24,0,9,53
285000,5578.0,PT4M30S,24,0,4,30
285000,7687.0,PT10M52S,24,0,10,52
81200,2520.0,PT15M43S,28,0,15,43
81200,850.0,PT12M18S,28,0,12,18
81200,1665.0,PT6M41S,28,0,6,41
81200,1296.0,PT12M7S,1,0,12,7
81200,2693.0,PT11M5S,28,0,11,5
81200,1871.0,PT9M30S,28,0,9,30
81200,1490.0,PT6M32S,28,0,6,32
81200,2782.0,PT17M8S,28,0,17,8
81200,973.0,PT6M12S,28,0,6,12
81200,1228.0,PT9M3S,28,0,9,3
16900,114.0,PT15S,24,0,0,15
16900,92.0,PT10S,24,0,0,10
16900,866.0,PT1M,28,0,1,0
16900,171.0,PT45S,28,0,0,45
16900,520.0,PT4M48S,28,0,4,48
16900,580.0,PT7M33S,28,0,7,33
16900,4440.0,PT4M55S,28,0,4,55
16900,960.0,PT5M20S,28,0,5,20
16900,141.0,PT6M21S,28,0,6,21
16900,105.0,PT6M59S,28,0,6,59
39000,7.0,PT4M14S,10,0,4,14
39000,13.0,PT4M3S,10,0,4,3
39000,6.0,PT2M10S,10,0,2,10
39000,15.0,PT3M25S,10,0,3,25
39000,35.0,PT3M8S,10,0,3,8
39000,36.0,PT2M56S,10,0,2,56
39000,21.0,PT2M31S,10,0,2,31
39000,71.0,PT2M53S,10,0,2,53
39000,78.0,PT2M50S,23,0,2,50
39000,111.0,PT7M58S,23,0,7,58
33600,959.0,PT1H49M36S,24,1,49,36
33600,687.0,PT1H30M30S,24,1,30,30
33600,745.0,PT1H19M52S,24,1,19,52
33600,781.0,PT1H29M1S,24,1,29,1
33600,344.0,PT57M7S,24,0,57,7
33600,649.0,PT1H9M43S,24,1,9,43
33600,498.0,PT38M16S,24,0,38,16
33600,990.0,PT1H39M21S,24,1,39,21
33600,860.0,PT1H39M55S,24,1,39,55
33600,1035.0,PT1H33M24S,24,1,33,24
607000,150343.0,PT5M56S,24,0,5,56
607000,121638.0,PT2M33S,23,0,2,33
607000,80578.0,PT2M44S,23,0,2,44
607000,119223.0,PT12M18S,26,0,12,18
607000,131075.0,PT1M53S,23,0,1,53
607000,107359.0,PT4M33S,26,0,4,33
607000,92479.0,PT2M27S,23,0,2,27
607000,71421.0,PT29S,23,0,0,29
607000,74806.0,PT1M35S,23,0,1,35
607000,279424.0,PT1M1S,23,0,1,1
105000,37.0,PT9M56S,23,0,9,56
105000,99.0,PT19M45S,23,0,19,45
105000,116.0,PT18M14S,23,0,18,14
105000,48.0,PT8M56S,23,0,8,56
105000,61.0,PT9M34S,23,0,9,34
105000,107.0,PT4M43S,23,0,4,43
105000,162.0,PT4M58S,23,0,4,58
105000,49.0,PT6M37S,23,0,6,37
105000,75.0,PT6M32S,23,0,6,32
105000,49.0,PT3M59S,23,0,3,59
7470,56.0,PT3M44S,10,0,3,44
7470,48.0,PT37S,22,0,0,37
7470,105.0,PT10M14S,27,0,10,14
7470,108.0,PT58S,22,0,0,58
7470,146.0,PT12M7S,22,0,12,7
7470,159.0,PT1M48S,22,0,1,48
7470,161.0,PT9M59S,22,0,9,59
7470,160.0,PT3M5S,22,0,3,5
7470,136.0,PT9M35S,22,0,9,35
7470,217.0,PT3M9S,22,0,3,9
62000,233.0,PT8M4S,22,0,8,4
62000,122.0,PT11M42S,22,0,11,42
62000,135.0,PT7M19S,22,0,7,19
62000,169.0,PT6M7S,22,0,6,7
62000,210.0,PT6M4S,22,0,6,4
62000,118.0,PT5M13S,22,0,5,13
62000,269.0,PT7M51S,22,0,7,51
62000,244.0,PT5M13S,22,0,5,13
62000,160.0,PT8M27S,22,0,8,27
62000,134.0,PT4M39S,22,0,4,39
18700000,1928029.0,PT4M21S,22,0,4,21
18700000,818198.0,PT4M21S,22,0,4,21
18700000,744568.0,PT4M21S,22,0,4,21
18700000,796677.0,PT4M21S,22,0,4,21
18700000,938108.0,PT4M21S,22,0,4,21
18700000,760806.0,PT4M21S,22,0,4,21
18700000,807312.0,PT4M21S,22,0,4,21
18700000,863568.0,PT4M21S,22,0,4,21
18700000,1087742.0,PT4M21S,22,0,4,21
18700000,1312614.0,PT4M21S,22,0,4,21
23500,862.0,PT13M31S,22,0,13,31
23500,583.0,PT12M41S,22,0,12,41
23500,1137.0,PT12M33S,22,0,12,33
23500,348.0,PT13M13S,22,0,13,13
23500,302.0,PT12M37S,22,0,12,37
23500,895.0,PT12M10S,22,0,12,10
23500,838.0,PT12M36S,22,0,12,36
23500,406.0,PT15M7S,22,0,15,7
23500,762.0,PT12M13S,22,0,12,13
23500,569.0,PT10M7S,22,0,10,7
2880,202.0,PT10M50S,22,0,10,50
2880,86.0,PT25M37S,22,0,25,37
2880,121.0,PT10M11S,22,0,10,11
2880,167.0,PT10M30S,22,0,10,30
2880,276.0,PT14M29S,22,0,14,29
2880,73.0,PT13M8S,22,0,13,8
2880,323.0,PT11M58S,22,0,11,58
2880,949.0,PT10M,22,0,10,0
2880,170.0,PT3M8S,22,0,3,8
2880,546.0,PT14M9S,22,0,14,9
67600,160.0,PT29M17S,22,0,29,17
67600,721.0,PT39M29S,22,0,39,29
67600,348.0,PT21M34S,22,0,21,34
67600,648.0,PT15M17S,22,0,15,17
67600,1058.0,PT19M55S,22,0,19,55
67600,497.0,PT21M34S,22,0,21,34
67600,399.0,PT26M17S,22,0,26,17
67600,1121.0,PT23M55S,22,0,23,55
67600,1085.0,PT15M47S,22,0,15,47
67600,39528.0,PT32M56S,22,0,32,56
6200,43.0,PT17M41S,27,0,17,41
6200,100.0,PT15M47S,27,0,15,47
6200,79.0,PT12M7S,27,0,12,7
6200,89.0,PT13M32S,27,0,13,32
6200,75.0,PT7M3S,27,0,7,3
6200,89.0,PT18M33S,27,0,18,33
6200,91.0,PT10M6S,27,0,10,6
6200,148.0,PT9M19S,27,0,9,19
6200,130.0,PT21M26S,27,0,21,26
6200,98.0,PT8M29S,26,0,8,29
286000,211.0,PT6M37S,26,0,6,37
286000,548.0,PT5M22S,26,0,5,22
286000,2314.0,PT15M5S,26,0,15,5
286000,271.0,PT6M46S,26,0,6,46
286000,2849.0,PT13M21S,26,0,13,21
286000,1629.0,PT12M47S,26,0,12,47
286000,390.0,PT7M16S,26,0,7,16
286000,10370.0,PT32M54S,26,0,32,54
286000,11258.0,PT29M44S,26,0,29,44
286000,1734.0,PT10M49S,26,0,10,49
126000,823.0,PT10M56S,22,0,10,56
126000,50931.0,PT7M14S,22,0,7,14
126000,4498.0,PT2M51S,22,0,2,51
126000,8355.0,PT4M27S,22,0,4,27
126000,16414.0,PT5M22S,22,0,5,22
126000,1088.0,PT5M20S,22,0,5,20
126000,29369.0,PT5M52S,22,0,5,52
126000,697.0,PT4M27S,22,0,4,27
126000,19108.0,PT6M17S,22,0,6,17
126000,20226.0,PT3M57S,22,0,3,57
3790,16.0,PT9M30S,27,0,9,30
3790,28.0,PT16M56S,22,0,16,56
3790,41.0,PT36M17S,27,0,36,17
3790,311.0,PT15M56S,27,0,15,56
3790,43.0,PT10M23S,27,0,10,23
3790,38.0,PT13M47S,27,0,13,47
3790,104.0,PT15M55S,27,0,15,55
3790,25.0,PT4M47S,22,0,4,47
3790,34.0,PT5M59S,27,0,5,59
3790,27.0,PT12M43S,22,0,12,43
474000,871.0,PT24M51S,24,0,24,51
474000,1371.0,PT16M45S,24,0,16,45
474000,618.0,PT16M40S,24,0,16,40
474000,790.0,PT20M37S,24,0,20,37
474000,2520.0,PT17M25S,24,0,17,25
474000,12881.0,PT2M5S,24,0,2,5
474000,2239.0,PT1M20S,24,0,1,20
474000,593.0,PT3M59S,24,0,3,59
474000,603.0,PT7M6S,24,0,7,6
474000,445.0,PT4M55S,24,0,4,55
81700,59.0,PT3M42S,22,0,3,42
81700,107.0,PT11M18S,22,0,11,18
81700,97.0,PT10M33S,22,0,10,33
81700,70.0,PT9M43S,22,0,9,43
81700,81.0,PT13M51S,22,0,13,51
81700,114.0,PT10M9S,22,0,10,9
81700,111.0,PT14M7S,22,0,14,7
81700,78.0,PT7M,22,0,7,0
81700,81.0,PT6M57S,22,0,6,57
81700,101.0,PT11M26S,22,0,11,26
201000,3973.0,PT1H35M3S,24,1,35,3
201000,3185.0,PT1H13M55S,24,1,13,55
201000,3310.0,PT1H12M15S,24,1,12,15
201000,3235.0,PT1H10M26S,24,1,10,26
201000,3784.0,PT1H9M1S,24,1,9,1
201000,3541.0,PT1H11M2S,24,1,11,2
201000,3491.0,PT1H10M29S,24,1,10,29
201000,3673.0,PT1H9M20S,24,1,9,20
201000,3869.0,PT1H16M16S,24,1,16,16
201000,3737.0,PT1H6M42S,24,1,6,42
78400,872.0,PT51M6S,24,0,51,6
78400,1271.0,PT50M52S,24,0,50,52
78400,1112.0,PT44M59S,24,0,44,59
78400,4718.0,PT52M1S,24,0,52,1
78400,1269.0,PT41M13S,24,0,41,13
78400,1389.0,PT50M10S,24,0,50,10
78400,1937.0,PT42M17S,24,0,42,17
78400,837.0,PT40M31S,24,0,40,31
78400,929.0,PT46M55S,24,0,46,55
78400,2778.0,PT50M51S,24,0,50,51
9170,363.0,PT1H41M50S,22,1,41,50
9170,153.0,PT40M57S,22,0,40,57
9170,172.0,PT35M32S,22,0,35,32
9170,306.0,PT44M45S,22,0,44,45
9170,218.0,PT35M4S,22,0,35,4
9170,227.0,PT47M32S,22,0,47,32
9170,284.0,PT40M34S,22,0,40,34
9170,247.0,PT55M18S,22,0,55,18
9170,368.0,PT38M4S,22,0,38,4
9170,321.0,PT1H6M53S,22,1,6,53
5810,137.0,PT13M34S,23,0,13,34
5810,138.0,PT5M47S,23,0,5,47
5810,69.0,PT6M48S,23,0,6,48
5810,65.0,PT7M53S,23,0,7,53
5810,74.0,PT7M24S,23,0,7,24
5810,107.0,PT10M29S,23,0,10,29
5810,97.0,PT34M59S,23,0,34,59
5810,769.0,PT10M29S,23,0,10,29
5810,78.0,PT6M14S,23,0,6,14
5810,66.0,PT8M25S,23,0,8,25
28100,420.0,PT1H25M47S,24,1,25,47
28100,339.0,PT1H6M54S,24,1,6,54
28100,315.0,PT51M54S,24,0,51,54
28100,389.0,PT1H3M21S,24,1,3,21
28100,478.0,PT1H6M32S,24,1,6,32
28100,431.0,PT1H16M36S,24,1,16,36
28100,422.0,PT1H9M10S,24,1,9,10
28100,395.0,PT57M34S,24,0,57,34
28100,434.0,PT1H49S,24,1,0,0
28100,365.0,PT1H9M6S,24,1,9,6
547000,1338.0,PT10M,26,0,10,0
547000,3220.0,PT10M14S,26,0,10,14
547000,1940.0,PT14M51S,26,0,14,51
547000,4126.0,PT8M2S,26,0,8,2
547000,1915.0,PT8M50S,26,0,8,50
547000,4196.0,PT8M47S,26,0,8,47
547000,2440.0,PT8M24S,26,0,8,24
547000,2767.0,PT5M31S,26,0,5,31
547000,4295.0,PT5M20S,26,0,5,20
547000,4801.0,PT8M51S,26,0,8,51
14200,241.0,PT1H10M55S,23,1,10,55
14200,270.0,PT1H19M9S,23,1,19,9
14200,298.0,PT1H9M10S,23,1,9,10
14200,278.0,PT1H12M38S,23,1,12,38
14200,309.0,PT1H15M24S,23,1,15,24
14200,325.0,PT1H18M40S,23,1,18,40
14200,284.0,PT1H35S,23,1,0,0
14200,255.0,PT1H11M45S,23,1,11,45
14200,293.0,PT1H1M26S,23,1,1,26
14200,356.0,PT1H15M51S,23,1,15,51
11400000,2859.0,PT11M41S,20,0,11,41
11400000,3337.0,PT14M12S,20,0,14,12
11400000,7888.0,PT10M6S,20,0,10,6
11400000,4947.0,PT11M56S,20,0,11,56
11400000,5297.0,PT9M13S,20,0,9,13
11400000,3859.0,PT12M14S,20,0,12,14
11400000,3930.0,PT17M6S,20,0,17,6
11400000,5722.0,PT14M35S,20,0,14,35
